time_s,dist,error,velocity
0.107906462,3.0327208042144775,2.0327208042144775,0.15
0.207833066,3.0327208042144775,2.0327208042144775,0.15
0.307995678,3.0327208042144775,2.0327208042144775,0.15
0.407834499,3.020042896270752,2.020042896270752,0.15
0.508046706,3.020042896270752,2.020042896270752,0.15
0.608038492,3.020042896270752,2.020042896270752,0.15
0.709883031,2.9860904216766357,1.9860904216766357,0.15
0.808095713,2.9860904216766357,1.9860904216766357,0.15
0.9090495940000001,2.9860904216766357,1.9860904216766357,0.15
1.007833961,2.9490959644317627,1.9490959644317627,0.15
1.107835725,2.9490959644317627,1.9490959644317627,0.15
1.211104075,2.9490959644317627,1.9490959644317627,0.15
1.307833051,2.9490959644317627,1.9490959644317627,0.15
1.408805629,2.9238524436950684,1.9238524436950684,0.15
1.5092921689999999,2.9238524436950684,1.9238524436950684,0.15
1.6085604889999998,2.9238524436950684,1.9238524436950684,0.15
1.7077871569999998,2.8948981761932373,1.8948981761932373,0.15
1.8102203789999998,2.8948981761932373,1.8948981761932373,0.15
1.9078444429999997,2.8948981761932373,1.8948981761932373,0.15
2.008452324,2.8645527362823486,1.8645527362823486,0.15
2.108038373,2.8645527362823486,1.8645527362823486,0.15
2.2079329729999997,2.8645527362823486,1.8645527362823486,0.15
2.3078164379999997,2.830336332321167,1.830336332321167,0.15
2.4078298169999997,2.830336332321167,1.830336332321167,0.15
2.5084137149999997,2.830336332321167,1.830336332321167,0.15
2.608597856,2.7940313816070557,1.7940313816070557,0.15
2.7090844059999997,2.7940313816070557,1.7940313816070557,0.15
2.8082341319999995,2.7940313816070557,1.7940313816070557,0.15
2.9100467119999993,2.779714822769165,1.779714822769165,0.15
3.0081301579999993,2.779714822769165,1.779714822769165,0.15
3.107928743999999,2.779714822769165,1.779714822769165,0.15
3.207851330999999,2.779714822769165,1.779714822769165,0.15
3.3091345249999993,2.7370738983154297,1.7370738983154297,0.15
3.4081048899999993,2.7370738983154297,1.7370738983154297,0.15
3.509053377999999,2.7370738983154297,1.7370738983154297,0.15
3.608838015999999,2.709704875946045,1.709704875946045,0.15
3.707972349999999,2.709704875946045,1.709704875946045,0.15
3.808937054999999,2.709704875946045,1.709704875946045,0.15
3.909417553999999,2.709704875946045,1.709704875946045,0.15
4.009256897999999,2.6859614849090576,1.6859614849090576,0.15
4.108444926,2.6859614849090576,1.6859614849090576,0.15
4.2078485269999995,2.6859614849090576,1.6859614849090576,0.15
4.308088002999999,2.6859614849090576,1.6859614849090576,0.15
4.410113759999999,2.6539647579193115,1.6539647579193115,0.15
4.508153933999999,2.6539647579193115,1.6539647579193115,0.15
4.6092925,2.6539647579193115,1.6539647579193115,0.15
4.708282757999999,2.6539647579193115,1.6539647579193115,0.15
4.808040601999999,2.6539647579193115,1.6539647579193115,0.15
4.907848552999999,2.61820650100708,1.61820650100708,0.15
5.010018851999999,2.61820650100708,1.61820650100708,0.15
5.107971731999999,2.61820650100708,1.61820650100708,0.15
5.208034046999999,2.61820650100708,1.61820650100708,0.15
5.307993092999999,2.61820650100708,1.61820650100708,0.15
5.407964449,2.61820650100708,1.61820650100708,0.15
5.507938697999999,2.5975680351257324,1.5975680351257324,0.15
5.612195625999999,2.5975680351257324,1.5975680351257324,0.15
5.708081812,2.5975680351257324,1.5975680351257324,0.15
5.809276404999999,2.5975680351257324,1.5975680351257324,0.15
5.907961793999999,2.5975680351257324,1.5975680351257324,0.15
6.007934669999999,2.5975680351257324,1.5975680351257324,0.15
6.108012991999999,2.5975680351257324,1.5975680351257324,0.15
6.208156445999999,2.5541601181030273,1.5541601181030273,0.15
6.330143518999999,2.5541601181030273,1.5541601181030273,0.15
6.407937019999999,2.5541601181030273,1.5541601181030273,0.15
6.508105601,2.5541601181030273,1.5541601181030273,0.15
6.608742228,2.5541601181030273,1.5541601181030273,0.15
6.708593575999999,2.5541601181030273,1.5541601181030273,0.15
6.809257862999999,2.534054756164551,1.5340547561645508,0.15
6.909171313999999,2.534054756164551,1.5340547561645508,0.15
7.008029147999999,2.534054756164551,1.5340547561645508,0.15
7.107999244999999,2.534054756164551,1.5340547561645508,0.15
7.207930198,2.534054756164551,1.5340547561645508,0.15
7.310165362999999,2.504316568374634,1.5043165683746338,0.15
7.407908904999999,2.504316568374634,1.5043165683746338,0.15
7.507994349,2.504316568374634,1.5043165683746338,0.15
7.608815399,2.504316568374634,1.5043165683746338,0.15
7.708000963,2.504316568374634,1.5043165683746338,0.15
7.807900853,2.464078187942505,1.4640781879425049,0.15
7.909059555,2.464078187942505,1.4640781879425049,0.15
8.008054039,2.464078187942505,1.4640781879425049,0.15
8.107919243,2.464078187942505,1.4640781879425049,0.15
8.208655524,2.464078187942505,1.4640781879425049,0.15
8.307872109,2.4455320835113525,1.4455320835113525,0.15
8.408134791,2.4455320835113525,1.4455320835113525,0.15
8.509158825,2.4455320835113525,1.4455320835113525,0.15
8.607902614,2.4455320835113525,1.4455320835113525,0.15
8.707916929,2.4035768508911133,1.4035768508911133,0.15
8.807956286,2.4035768508911133,1.4035768508911133,0.15
8.909224735999999,2.4035768508911133,1.4035768508911133,0.15
9.007903975999998,2.4035768508911133,1.4035768508911133,0.15
9.107917971999997,2.3803322315216064,1.3803322315216064,0.15
9.207909710999997,2.3803322315216064,1.3803322315216064,0.15
9.309259582999998,2.3803322315216064,1.3803322315216064,0.15
9.407870537999997,2.3803322315216064,1.3803322315216064,0.15
9.507971859999998,2.351016044616699,1.3510160446166992,0.15
